id_venda,data,id_cliente,id_vendedor,produto,valor
1340,2024-03-24,124,20,Monitor,1498
1341,2024-06-23,130,18,Teclado,313
1342,2024-05-11,97,2,Cadeira,811
1343,2024-06-27,167,13,Monitor,1533
1344,2024-03-25,189,17,Teclado,303
1345,2024-02-14,107,17,Teclado,205
1346,2024-05-15,191,16,Notebook,3569
1347,2024-03-27,18,18,Cadeira,839
1348,2024-01-16,145,8,Notebook,3599
1349,2024-03-17,167,3,Mouse,189
1350,2024-01-09,71,17,Notebook,3522
1351,2024-02-29,106,18,Notebook,3518
1352,2024-03-18,54,6,Monitor,1658
1353,2024-03-17,94,8,Mesa,1026
1354,2024-03-11,76,13,Teclado,247
1355,2024-01-15,35,8,Cadeira,751
1356,2024-03-11,11,19,Notebook,3502
1357,2024-04-11,61,6,Cadeira,868
1358,2024-06-17,44,15,Mesa,856
1359,2024-01-22,121,10,Mesa,1077
1360,2024-05-31,68,17,Notebook,3654
1361,2024-04-22,25,1,Mouse,217
1362,2024-06-20,176,7,Notebook,3671
1363,2024-01-01,160,13,Monitor,1607
1364,2024-01-10,84,3,Teclado,224
1365,2024-04-19,114,19,Mouse,164
1366,2024-04-22,132,15,Notebook,3699
1367,2024-02-19,166,5,Cadeira,944
1368,2024-01-12,191,11,Mouse,256
1369,2024-03-29,175,18,Mouse,263
1370,2024-06-02,1,3,Notebook,3689
1371,2024-04-21,131,6,Mouse,72
1372,2024-03-18,86,3,Cadeira,933
1373,2024-06-17,62,5,Mesa,928
1374,2024-06-12,64,9,Mouse,86
1375,2024-04-30,145,19,Mesa,961
1376,2024-01-23,126,13,Cadeira,801
1377,2024-06-19,105,6,Notebook,3456
1378,2024-05-13,62,11,Teclado,261
1379,2024-06-19,35,14,Mouse,202
1380,2024-01-25,13,6,Teclado,375
1381,2024-01-18,163,6,Cadeira,974
1382,2024-05-20,43,17,Mouse,123
1383,2024-02-12,130,11,Mesa,910
1384,2024-03-18,184,15,Monitor,1558
1385,2024-01-28,111,9,Teclado,165
1386,2024-05-25,128,17,Mouse,298
1387,2024-02-28,51,7,Teclado,344
1388,2024-03-03,182,7,Mouse,256
1389,2024-04-01,144,1,Notebook,3496
1390,2024-06-27,146,8,Mesa,897
1391,2024-02-25,135,5,Teclado,384
1392,2024-06-03,45,19,Monitor,1570
1393,2024-06-08,164,8,Monitor,1692
1394,2024-04-20,169,17,Cadeira,813
1395,2024-05-16,42,19,Mouse,119
1396,2024-03-08,135,12,Teclado,362
1397,2024-02-15,15,15,Cadeira,790
1398,2024-03-07,60,4,Teclado,349
1399,2024-06-02,40,12,Mouse,91
1400,2024-05-15,165,13,Monitor,1564
1401,2024-01-06,194,14,Notebook,3631
1402,2024-01-24,112,5,Monitor,1454
1403,2024-06-24,183,16,Cadeira,894
1404,2024-04-03,77,7,Mesa,950
1405,2024-06-21,105,15,Notebook,3527
1406,2024-01-13,107,13,Cadeira,980
1407,2024-01-25,122,16,Mouse,110
1408,2024-05-27,80,12,Notebook,3541
1409,2024-04-27,125,7,Cadeira,972
1410,2024-03-22,184,16,Mouse,278
1411,2024-04-20,172,13,Monitor,1612
1412,2024-03-22,185,3,Mesa,1017
1413,2024-03-06,134,15,Mouse,91
1414,2024-02-14,32,3,Teclado,386
1415,2024-04-23,108,7,Mouse,245
1416,2024-06-23,114,18,Mouse,122
1417,2024-03-03,146,14,Mesa,942
1418,2024-03-16,68,18,Teclado,159
1419,2024-04-23,127,19,Cadeira,895
1420,2024-04-20,135,14,Cadeira,976
1421,2024-05-26,114,20,Mouse,305
1422,2024-02-04,8,6,Teclado,357
1423,2024-02-22,64,8,Teclado,391
1424,2024-01-26,135,7,Mesa,898
1425,2024-01-14,41,20,Monitor,1520
1426,2024-04-27,40,18,Cadeira,907
1427,2024-02-14,3,18,Mesa,868
1428,2024-06-20,145,15,Notebook,3504
1429,2024-02-20,194,20,Cadeira,937
1430,2024-06-19,110,19,Mesa,1064
1431,2024-04-28,114,2,Cadeira,949
1432,2024-05-30,112,8,Monitor,1658
1433,2024-01-19,180,11,Notebook,3470
1434,2024-03-22,150,18,Monitor,1475
1435,2024-03-16,4,13,Notebook,3698
1436,2024-04-01,134,9,Mouse,97
1437,2024-02-02,166,9,Mesa,1016
1438,2024-05-26,26,17,Notebook,3610
1439,2024-01-28,139,7,Monitor,1489
1440,2024-05-02,17,9,Cadeira,960
1441,2024-06-28,92,1,Notebook,3478
1442,2024-05-05,31,2,Mesa,869
1443,2024-06-25,163,4,Notebook,3469
1444,2024-02-06,144,14,Teclado,223
1445,2024-06-02,107,4,Cadeira,889
1446,2024-04-08,146,2,Mesa,969
1447,2024-04-07,111,8,Mesa,946
1448,2024-05-06,101,18,Mouse,189
1449,2024-06-16,112,19,Monitor,1474
1450,2024-03-20,62,14,Mouse,222
1451,2024-02-07,112,20,Mesa,1094
1452,2024-03-17,155,10,Cadeira,753
1453,2024-05-05,163,17,Notebook,3453
1454,2024-03-27,116,8,Notebook,3586
1455,2024-02-23,173,14,Cadeira,892
1456,2024-05-29,35,8,Mesa,1097
1457,2024-01-16,28,5,Notebook,3475
1458,2024-01-28,103,16,Notebook,3528
1459,2024-06-11,125,8,Notebook,3539
1460,2024-06-21,102,10,Monitor,1669
1461,2024-02-15,137,8,Monitor,1520
1462,2024-03-12,143,9,Teclado,309
1463,2024-03-25,21,18,Mouse,145
1464,2024-01-26,52,3,Cadeira,848
1465,2024-03-25,163,17,Cadeira,929
1466,2024-06-01,97,20,Cadeira,876
1467,2024-03-05,51,15,Teclado,181
1468,2024-05-13,83,17,Monitor,1458
1469,2024-05-30,55,8,Mesa,927
1470,2024-04-24,77,2,Mesa,862
1471,2024-03-04,127,17,Teclado,333
1472,2024-03-27,172,18,Mesa,973
1473,2024-06-19,193,5,Cadeira,921
1474,2024-04-16,93,9,Mouse,294
1475,2024-05-30,88,9,Notebook,3545
1476,2024-04-05,80,2,Monitor,1532
1477,2024-06-06,153,2,Monitor,1607
1478,2024-03-17,92,19,Teclado,293
1479,2024-05-25,47,3,Monitor,1589
1480,2024-03-27,184,17,Cadeira,951
1481,2024-05-28,38,14,Mesa,1043
1482,2024-02-26,139,14,Cadeira,767
1483,2024-04-12,195,14,Teclado,290
1484,2024-05-30,15,6,Cadeira,842
1485,2024-03-31,1,3,Mesa,873
1486,2024-02-14,135,1,Mouse,171
1487,2024-06-20,1,16,Teclado,289
1488,2024-03-28,49,4,Mouse,129
1489,2024-04-24,96,1,Notebook,3509
1490,2024-02-16,157,17,Mouse,290
1491,2024-06-16,26,18,Notebook,3663
1492,2024-06-27,87,8,Notebook,3549
1493,2024-06-18,173,2,Mouse,70
1494,2024-05-14,93,18,Teclado,192
1495,2024-02-19,102,16,Mesa,904
1496,2024-06-24,71,10,Cadeira,917
1497,2024-03-24,140,8,Cadeira,941
1498,2024-03-31,95,12,Mesa,883
1499,2024-05-13,160,16,Notebook,3483
1500,2024-03-31,118,12,Notebook,3625
1501,2024-05-16,148,11,Teclado,310
1502,2024-04-18,119,20,Monitor,1645
1503,2024-02-26,51,19,Mouse,299
1504,2024-01-31,81,1,Notebook,3607
1505,2024-01-21,36,3,Cadeira,994
1506,2024-03-30,67,12,Teclado,393
1507,2024-02-09,129,9,Mouse,179
1508,2024-04-21,114,5,Teclado,233
1509,2024-02-14,155,1,Mouse,159
1510,2024-03-17,111,10,Mouse,148
1511,2024-06-25,168,17,Mesa,920
1512,2024-03-27,142,4,Notebook,3520
1513,2024-05-27,100,15,Teclado,263
1514,2024-04-10,197,19,Teclado,178
1515,2024-04-26,109,8,Mesa,1000
1516,2024-04-01,120,15,Cadeira,911
1517,2024-05-24,79,7,Cadeira,961
1518,2024-01-28,134,15,Notebook,3592
1519,2024-06-17,161,8,Notebook,3546
1520,2024-01-25,183,10,Monitor,1502
1521,2024-02-27,19,18,Mesa,994
1522,2024-02-10,127,4,Cadeira,813
1523,2024-05-13,29,15,Mouse,281
1524,2024-03-15,189,11,Teclado,210
1525,2024-02-07,198,3,Notebook,3634
1526,2024-05-13,24,15,Teclado,354
1527,2024-06-21,151,3,Teclado,257
1528,2024-03-15,10,15,Monitor,1665
1529,2024-05-21,182,6,Cadeira,995
1530,2024-03-06,105,1,Notebook,3688
1531,2024-06-16,169,14,Teclado,397
1532,2024-01-03,177,16,Notebook,3486
1533,2024-04-26,145,1,Mouse,204
1534,2024-04-08,184,17,Monitor,1457
1535,2024-05-31,173,8,Mouse,284
1536,2024-01-19,158,18,Notebook,3527
1537,2024-05-25,172,16,Notebook,3517
1538,2024-04-25,55,6,Cadeira,770
1539,2024-05-04,147,10,Teclado,338
1540,2024-03-28,157,10,Teclado,387
1541,2024-02-04,2,5,Mouse,271
1542,2024-01-01,164,12,Monitor,1663
1543,2024-06-01,147,20,Mesa,943
1544,2024-06-21,135,17,Teclado,371
1545,2024-06-25,154,14,Cadeira,957
1546,2024-05-05,111,14,Mouse,144
1547,2024-03-29,38,3,Mouse,283
1548,2024-05-23,131,12,Mesa,1006
1549,2024-05-26,102,20,Cadeira,902
1550,2024-05-30,194,18,Monitor,1635
1551,2024-01-25,95,12,Cadeira,891
1552,2024-01-16,92,2,Monitor,1527
1553,2024-03-13,71,2,Cadeira,815
1554,2024-05-08,171,17,Cadeira,931
1555,2024-02-11,190,10,Notebook,3654
1556,2024-05-26,199,18,Mouse,264
1557,2024-06-10,24,19,Cadeira,907
1558,2024-03-20,167,1,Mesa,995
1559,2024-04-13,68,4,Cadeira,803
1560,2024-05-25,128,4,Teclado,249
1561,2024-02-03,93,2,Mouse,90
1562,2024-03-29,44,19,Teclado,202
1563,2024-05-04,133,12,Mouse,152
1564,2024-02-14,55,10,Teclado,293
1565,2024-05-13,158,13,Cadeira,905
1566,2024-01-21,29,20,Cadeira,753
1567,2024-05-01,154,15,Notebook,3692
1568,2024-03-10,154,3,Mesa,904
1569,2024-04-05,37,20,Teclado,164
1570,2024-04-14,115,13,Monitor,1513
1571,2024-02-17,181,8,Notebook,3642
1572,2024-02-08,158,7,Teclado,261
1573,2024-01-31,3,8,Teclado,388
1574,2024-01-10,122,18,Notebook,3593
1575,2024-01-30,43,9,Cadeira,867
1576,2024-01-18,7,6,Teclado,169
1577,2024-03-28,125,4,Cadeira,813
1578,2024-05-04,49,15,Notebook,3482
1579,2024-03-13,121,5,Cadeira,830
1580,2024-01-15,73,5,Mouse,266
1581,2024-01-04,41,7,Monitor,1575
1582,2024-06-16,106,9,Teclado,218
1583,2024-01-09,77,7,Mesa,1035
1584,2024-04-18,182,9,Monitor,1616
1585,2024-05-16,127,20,Cadeira,954
1586,2024-06-02,197,10,Teclado,385
1587,2024-05-11,91,4,Cadeira,913
1588,2024-01-16,155,6,Mouse,163
1589,2024-05-22,8,14,Notebook,3698
1590,2024-04-08,32,9,Teclado,217
1591,2024-04-30,64,1,Mouse,156
1592,2024-02-21,138,17,Mouse,90
1593,2024-03-09,13,13,Teclado,212
1594,2024-01-05,191,7,Cadeira,834
1595,2024-01-20,93,9,Mesa,983
1596,2024-03-19,163,11,Mouse,93
1597,2024-05-25,61,3,Monitor,1560
1598,2024-04-20,182,12,Mouse,250
1599,2024-01-02,8,3,Mesa,944
1600,2024-04-02,29,15,Cadeira,832
1601,2024-01-13,95,10,Cadeira,851
1602,2024-01-04,41,1,Monitor,1653
1603,2024-06-18,158,14,Mouse,147
1604,2024-04-18,149,20,Cadeira,927
1605,2024-03-14,11,6,Mesa,973
1606,2024-04-04,2,2,Teclado,289
1607,2024-04-14,178,8,Notebook,3633
1608,2024-01-08,169,1,Notebook,3569
1609,2024-03-07,194,4,Notebook,3464
1610,2024-04-19,131,4,Mouse,152
1611,2024-01-09,80,5,Monitor,1669
1612,2024-04-26,179,20,Cadeira,917
1613,2024-01-11,196,9,Teclado,318
1614,2024-04-08,87,13,Mesa,1046
1615,2024-02-11,153,18,Teclado,346
1616,2024-05-20,158,17,Mesa,855
1617,2024-06-12,106,1,Mouse,284
1618,2024-04-29,139,15,Notebook,3516
1619,2024-05-20,17,2,Mouse,298
1620,2024-01-12,154,16,Monitor,1610
1621,2024-02-06,23,20,Monitor,1620
1622,2024-03-14,184,5,Mesa,971
1623,2024-03-13,180,19,Cadeira,898
1624,2024-02-21,48,5,Cadeira,833
1625,2024-05-09,20,2,Mesa,1042
1626,2024-02-25,2,7,Monitor,1680
1627,2024-02-29,88,3,Monitor,1560
1628,2024-01-23,31,17,Monitor,1594
1629,2024-04-12,155,3,Mouse,290
1630,2024-02-09,130,13,Monitor,1585
1631,2024-03-04,78,7,Teclado,213
1632,2024-03-25,4,3,Notebook,3575
1633,2024-05-30,141,15,Monitor,1667
1634,2024-06-05,163,18,Mesa,877
1635,2024-06-27,128,10,Notebook,3547
1636,2024-03-29,200,7,Mouse,287
1637,2024-01-31,194,9,Mesa,990
1638,2024-06-26,134,5,Notebook,3685
1639,2024-01-20,31,20,Mesa,1078
1640,2024-05-09,138,8,Mouse,82
1641,2024-06-01,21,14,Teclado,315
1642,2024-01-13,23,4,Mouse,222
1643,2024-05-01,131,20,Mouse,308
1644,2024-04-12,160,14,Mesa,1039
1645,2024-04-15,148,12,Cadeira,900
1646,2024-04-28,29,2,Monitor,1535
1647,2024-03-10,105,13,Monitor,1470
1648,2024-04-08,52,1,Teclado,331
1649,2024-03-22,115,20,Teclado,212
1650,2024-03-15,174,7,Monitor,1607
1651,2024-04-27,162,9,Cadeira,952
1652,2024-03-24,101,17,Monitor,1645
1653,2024-03-09,84,13,Cadeira,974
1654,2024-02-28,61,10,Teclado,260
1655,2024-05-05,125,16,Notebook,3525
1656,2024-04-20,200,6,Mesa,922
1657,2024-03-02,71,16,Teclado,309
1658,2024-05-23,70,11,Teclado,352
1659,2024-05-07,139,20,Mouse,298
1660,2024-04-14,108,3,Mouse,221
1661,2024-03-08,191,9,Mouse,76
1662,2024-01-15,21,15,Mesa,921
1663,2024-02-04,131,13,Mouse,294
1664,2024-01-14,82,10,Cadeira,966
1665,2024-06-25,88,20,Monitor,1578
1666,2024-04-11,111,13,Notebook,3580
1667,2024-04-09,10,17,Teclado,253
1668,2024-01-07,155,7,Cadeira,777
1669,2024-01-30,12,6,Notebook,3492
1670,2024-02-18,7,13,Cadeira,846
1671,2024-05-23,145,17,Cadeira,795
1672,2024-04-20,193,15,Teclado,150
1673,2024-06-27,192,4,Monitor,1615
1674,2024-03-12,114,15,Mouse,314
1675,2024-03-20,26,14,Mesa,1068
1676,2024-03-23,15,11,Monitor,1551
1677,2024-02-11,33,4,Mesa,884
1678,2024-01-17,62,3,Teclado,351
1679,2024-06-21,47,2,Teclado,353
1680,2024-01-07,95,20,Teclado,351
1681,2024-06-03,35,10,Notebook,3503
1682,2024-01-10,193,13,Mesa,1075
1683,2024-02-03,200,20,Monitor,1473
1684,2024-02-05,76,18,Monitor,1605
1685,2024-06-01,123,16,Cadeira,771
1686,2024-01-06,83,11,Cadeira,986
1687,2024-05-31,25,10,Cadeira,765
1688,2024-05-25,57,9,Teclado,162
1689,2024-05-13,32,12,Monitor,1549
1690,2024-01-29,63,19,Mesa,949
1691,2024-05-05,12,1,Teclado,211
1692,2024-06-01,63,18,Notebook,3620
1693,2024-03-21,77,14,Cadeira,836
1694,2024-06-22,92,1,Teclado,227
1695,2024-05-31,1,17,Teclado,309
1696,2024-03-15,179,11,Notebook,3516
1697,2024-01-26,70,20,Mouse,160
1698,2024-05-06,136,15,Monitor,1660
1699,2024-04-24,196,4,Mesa,1063
1700,2024-05-05,133,15,Mouse,254
1701,2024-01-28,86,14,Cadeira,942
1702,2024-05-10,39,1,Teclado,346
1703,2024-03-15,23,9,Notebook,3626
1704,2024-06-14,68,7,Notebook,3482
1705,2024-03-18,180,11,Monitor,1564
1706,2024-06-27,4,2,Mouse,88
1707,2024-03-30,126,2,Monitor,1613
1708,2024-06-24,175,6,Teclado,392
1709,2024-01-21,21,19,Monitor,1647
1710,2024-02-23,184,20,Mesa,973
1711,2024-04-12,105,14,Notebook,3592
1712,2024-02-28,66,3,Notebook,3677
1713,2024-03-12,187,7,Cadeira,869
1714,2024-06-27,7,7,Cadeira,846
1715,2024-01-20,49,4,Teclado,173
1716,2024-04-21,16,5,Mesa,876
1717,2024-02-28,145,17,Mouse,246
1718,2024-03-11,84,4,Monitor,1524
1719,2024-05-16,87,13,Teclado,390
1720,2024-04-18,98,16,Cadeira,772
1721,2024-05-08,75,16,Monitor,1610
1722,2024-06-05,34,2,Cadeira,790
1723,2024-02-25,161,18,Monitor,1687
1724,2024-02-04,26,1,Mouse,308
1725,2024-05-02,66,18,Teclado,205
1726,2024-05-10,125,8,Monitor,1606
1727,2024-04-13,63,11,Mesa,1008
1728,2024-01-07,87,15,Notebook,3642
1729,2024-01-27,41,16,Mesa,947
1730,2024-01-01,186,17,Mesa,995
1731,2024-06-20,98,17,Notebook,3659
1732,2024-03-27,124,12,Mesa,855
1733,2024-02-10,79,10,Monitor,1629
1734,2024-05-02,10,20,Monitor,1489
1735,2024-03-15,15,6,Monitor,1642
1736,2024-02-11,42,8,Notebook,3688
1737,2024-04-26,93,13,Mesa,891
1738,2024-06-09,185,2,Notebook,3671
1739,2024-06-26,17,19,Monitor,1645
1740,2024-03-03,188,10,Mesa,881
1741,2024-06-13,9,4,Mesa,859
1742,2024-05-06,114,12,Cadeira,984
1743,2024-06-24,36,18,Cadeira,818
1744,2024-05-12,36,7,Mouse,78
1745,2024-02-17,48,20,Teclado,218
1746,2024-01-03,51,4,Cadeira,938
1747,2024-04-25,97,7,Notebook,3588
1748,2024-06-23,119,10,Cadeira,848
1749,2024-04-08,95,15,Mouse,288
1750,2024-04-25,70,12,Mesa,1045
1751,2024-01-14,74,1,Mouse,143
1752,2024-04-21,80,20,Mesa,952
1753,2024-03-01,68,18,Mesa,1074
1754,2024-06-07,150,16,Teclado,272
1755,2024-04-04,77,5,Cadeira,851
1756,2024-01-17,116,19,Notebook,3457
1757,2024-05-03,6,4,Notebook,3626
1758,2024-01-24,154,6,Monitor,1601
1759,2024-04-25,75,17,Mesa,1080
1760,2024-05-30,88,7,Notebook,3610
1761,2024-03-22,3,7,Teclado,382
1762,2024-02-19,52,9,Mesa,1084
1763,2024-03-19,74,13,Teclado,168
1764,2024-03-19,125,20,Notebook,3451
1765,2024-03-10,188,14,Notebook,3504
1766,2024-01-27,191,16,Monitor,1588
1767,2024-01-15,65,9,Notebook,3676
1768,2024-02-19,52,15,Mesa,866
1769,2024-02-05,76,5,Mesa,1019
1770,2024-01-08,142,18,Mesa,910
1771,2024-03-19,89,20,Monitor,1580
1772,2024-05-10,72,8,Monitor,1535
1773,2024-02-16,68,15,Notebook,3484
1774,2024-04-14,156,9,Mouse,282
1775,2024-04-07,199,19,Mouse,286
1776,2024-04-05,138,6,Monitor,1552
1777,2024-06-08,115,4,Notebook,3515
1778,2024-04-25,57,11,Mouse,70
1779,2024-01-13,66,10,Notebook,3584
1780,2024-01-01,90,3,Notebook,3597
1781,2024-02-03,50,1,Notebook,3620
1782,2024-03-19,14,12,Cadeira,868
1783,2024-03-18,16,15,Mesa,983
1784,2024-04-30,182,15,Notebook,3504
1785,2024-04-02,171,14,Cadeira,849
1786,2024-04-07,42,7,Monitor,1692
1787,2024-03-22,110,17,Mouse,90
1788,2024-06-07,22,19,Mesa,900
1789,2024-06-01,68,7,Mouse,243
1790,2024-02-07,19,3,Mesa,1012
1791,2024-01-14,66,3,Mouse,169
1792,2024-05-15,167,18,Mesa,857
1793,2024-03-31,73,20,Mouse,311
1794,2024-02-23,147,14,Mouse,137
1795,2024-05-09,144,3,Mouse,176
1796,2024-04-10,54,7,Mouse,213
1797,2024-03-29,153,7,Monitor,1516
1798,2024-02-25,112,5,Notebook,3648
1799,2024-04-03,18,3,Teclado,341
1800,2024-04-02,151,18,Cadeira,751
1801,2024-03-24,117,15,Teclado,150
1802,2024-03-25,85,20,Teclado,335
1803,2024-01-22,139,14,Mesa,850
1804,2024-02-04,39,4,Notebook,3551
1805,2024-01-16,105,8,Mesa,964
1806,2024-02-19,68,13,Notebook,3584
1807,2024-05-01,25,8,Notebook,3537
1808,2024-05-07,191,15,Mouse,266
1809,2024-04-22,158,17,Monitor,1662
1810,2024-06-19,173,5,Mouse,161
1811,2024-01-17,123,20,Monitor,1467
1812,2024-03-20,121,4,Mesa,937
1813,2024-05-09,61,11,Monitor,1699
1814,2024-05-11,100,18,Mesa,1009
1815,2024-03-25,51,10,Teclado,322
1816,2024-06-15,98,17,Teclado,182
1817,2024-04-03,137,15,Monitor,1651
1818,2024-05-13,2,6,Monitor,1522
1819,2024-03-21,5,16,Mesa,1026
1820,2024-03-09,190,15,Mouse,230
1821,2024-03-09,197,8,Mesa,1074
1822,2024-05-27,180,9,Mouse,268
1823,2024-01-16,86,11,Teclado,345
1824,2024-02-20,133,2,Notebook,3477
1825,2024-04-14,187,13,Monitor,1536
1826,2024-06-13,68,4,Mouse,122
1827,2024-06-18,9,9,Mesa,1073
1828,2024-03-06,93,5,Teclado,193
1829,2024-01-09,150,19,Mouse,149
1830,2024-04-16,155,3,Mesa,1087
1831,2024-04-09,138,3,Monitor,1632
1832,2024-03-26,125,6,Monitor,1587
1833,2024-03-04,61,10,Cadeira,763
1834,2024-01-22,51,5,Notebook,3552
1835,2024-06-10,10,3,Cadeira,785
1836,2024-06-05,134,7,Teclado,183
1837,2024-06-14,62,18,Mouse,157
1838,2024-04-19,113,8,Teclado,295
1839,2024-04-06,133,1,Mesa,865
1840,2024-01-18,122,4,Monitor,1682
1841,2024-03-11,198,7,Cadeira,914
1842,2024-05-06,191,14,Cadeira,790
1843,2024-04-06,123,13,Cadeira,774
1844,2024-01-01,184,10,Teclado,275
1845,2024-05-11,187,18,Monitor,1457
1846,2024-01-04,63,1,Mouse,285
1847,2024-05-04,111,4,Mesa,1061
1848,2024-03-22,89,16,Mouse,181
1849,2024-01-27,187,16,Teclado,243
1850,2024-06-19,51,18,Mesa,933
1851,2024-02-28,178,8,Cadeira,895
1852,2024-02-01,132,10,Notebook,3517
1853,2024-06-09,104,16,Teclado,325
1854,2024-01-28,123,11,Teclado,377
1855,2024-04-15,48,6,Monitor,1647
1856,2024-04-14,32,1,Mouse,136
1857,2024-03-10,120,12,Teclado,295
1858,2024-03-02,179,6,Teclado,260
1859,2024-02-03,180,13,Cadeira,981
1860,2024-03-27,99,17,Cadeira,767
1861,2024-04-23,74,1,Mesa,905
1862,2024-04-15,34,8,Notebook,3600
1863,2024-02-25,164,8,Monitor,1484
1864,2024-04-22,70,11,Notebook,3583
1865,2024-01-13,171,14,Mesa,967
1866,2024-01-18,110,10,Cadeira,775
1867,2024-04-22,16,15,Mouse,282
1868,2024-06-19,59,7,Cadeira,810
1869,2024-02-08,181,7,Monitor,1537
1870,2024-06-18,19,10,Cadeira,764
1871,2024-03-19,95,4,Monitor,1540
1872,2024-05-25,113,18,Monitor,1481
1873,2024-05-30,41,10,Monitor,1589
1874,2024-01-30,81,19,Mesa,982
1875,2024-04-07,175,14,Monitor,1513
1876,2024-02-27,103,13,Monitor,1648
1877,2024-03-07,54,15,Mouse,155
1878,2024-03-11,183,16,Notebook,3604
1879,2024-05-25,95,2,Teclado,356
1880,2024-04-15,147,4,Notebook,3680
1881,2024-01-07,62,18,Monitor,1494
1882,2024-02-09,99,17,Mouse,318
1883,2024-03-10,93,10,Cadeira,784
1884,2024-03-08,187,9,Mouse,95
1885,2024-02-18,65,15,Monitor,1472
1886,2024-02-21,68,12,Mouse,210
1887,2024-04-23,28,9,Mouse,287
1888,2024-04-16,18,14,Monitor,1580
1889,2024-01-29,26,13,Mesa,878
1890,2024-05-28,104,6,Mouse,263
1891,2024-03-18,147,19,Teclado,213
1892,2024-01-09,55,4,Teclado,305
1893,2024-06-23,119,20,Mouse,284
1894,2024-03-16,124,17,Mesa,1013
1895,2024-02-11,185,19,Cadeira,862
1896,2024-06-27,134,3,Monitor,1583
1897,2024-06-27,129,14,Teclado,288
1898,2024-05-07,8,17,Cadeira,915
1899,2024-01-20,51,13,Mouse,187
1900,2024-06-03,85,9,Cadeira,911
1901,2024-06-14,25,1,Notebook,3658
1902,2024-03-12,175,17,Teclado,216
1903,2024-03-05,183,16,Mouse,177
1904,2024-04-22,192,18,Monitor,1623
1905,2024-01-24,83,2,Mesa,1075
1906,2024-05-07,93,14,Mouse,155
1907,2024-06-23,117,17,Monitor,1478
1908,2024-03-23,138,3,Mesa,909
1909,2024-03-03,56,2,Mesa,903
1910,2024-02-29,12,8,Mouse,162
1911,2024-04-08,161,2,Cadeira,818
1912,2024-03-02,120,2,Cadeira,951
1913,2024-01-30,71,9,Mesa,1051
1914,2024-01-22,17,20,Cadeira,866
1915,2024-05-05,189,6,Notebook,3458
1916,2024-06-05,122,12,Mesa,975
1917,2024-06-17,124,9,Mesa,1062
1918,2024-02-11,10,7,Monitor,1526
1919,2024-04-07,31,12,Cadeira,759
1920,2024-01-31,60,5,Mesa,951
1921,2024-06-06,70,16,Notebook,3652
1922,2024-04-21,17,5,Monitor,1645
1923,2024-05-25,50,12,Mouse,127
1924,2024-05-01,37,20,Mesa,1087
1925,2024-01-17,190,9,Notebook,3672
1926,2024-02-07,118,7,Teclado,262
1927,2024-05-21,200,19,Notebook,3629
1928,2024-04-19,157,20,Notebook,3611
1929,2024-01-22,160,11,Monitor,1555
1930,2024-02-25,80,12,Mouse,104
1931,2024-04-28,11,3,Teclado,252
1932,2024-05-26,134,17,Cadeira,852
1933,2024-02-26,123,7,Cadeira,910
1934,2024-06-20,35,10,Notebook,3649
1935,2024-02-04,33,15,Monitor,1609
1936,2024-04-23,18,2,Monitor,1632
1937,2024-05-04,165,13,Cadeira,846
1938,2024-05-08,13,4,Teclado,285
1939,2024-02-21,90,18,Mouse,243
1940,2024-03-25,110,1,Teclado,291
1941,2024-06-13,192,2,Mesa,1075
1942,2024-03-05,1,2,Mesa,985
1943,2024-06-27,63,4,Mouse,312
1944,2024-05-08,34,3,Cadeira,855
1945,2024-01-21,103,17,Mouse,140
1946,2024-01-16,10,14,Monitor,1526
1947,2024-05-02,128,2,Mesa,903
1948,2024-03-01,7,16,Notebook,3470
1949,2024-02-23,56,11,Notebook,3560
1950,2024-06-16,80,13,Cadeira,973
1951,2024-01-26,165,1,Monitor,1524
1952,2024-03-20,157,2,Teclado,399
1953,2024-03-05,12,2,Monitor,1463
1954,2024-04-09,145,5,Notebook,3652
1955,2024-03-14,48,4,Notebook,3451
1956,2024-06-19,26,12,Mesa,1075
1957,2024-01-17,112,3,Monitor,1638
1958,2024-04-30,122,20,Monitor,1557
1959,2024-01-23,12,10,Notebook,3688
1960,2024-05-14,149,20,Teclado,294
1961,2024-06-20,42,18,Cadeira,827
1962,2024-03-11,61,10,Cadeira,966
1963,2024-04-17,58,1,Monitor,1497
1964,2024-03-19,182,6,Cadeira,840
1965,2024-06-10,34,11,Notebook,3585
1966,2024-02-15,7,2,Notebook,3633
1967,2024-03-18,109,7,Monitor,1466
1968,2024-01-16,35,20,Monitor,1646
1969,2024-03-11,15,18,Mesa,861
1970,2024-04-05,193,19,Monitor,1615
1971,2024-05-26,25,4,Teclado,295
1972,2024-01-02,59,13,Cadeira,775
1973,2024-01-10,79,18,Monitor,1672
1974,2024-06-26,86,20,Mouse,106
1975,2024-05-04,134,13,Mesa,919
1976,2024-03-21,180,19,Mouse,238
1977,2024-05-19,88,17,Notebook,3528
1978,2024-03-10,149,1,Cadeira,919
1979,2024-05-29,71,6,Monitor,1690
1980,2024-02-01,121,19,Mouse,159
1981,2024-04-14,93,20,Cadeira,992
1982,2024-03-24,96,1,Notebook,3653
1983,2024-05-08,32,8,Teclado,190
1984,2024-02-27,53,17,Mesa,1024
1985,2024-05-25,59,15,Cadeira,891
1986,2024-05-13,69,18,Cadeira,878
